property_id,area_m2,bedrooms,bathrooms,floor,total_floors,build_year,neighborhood,property_type,condition,renovated,has_elevator,has_parking,has_balcony,energy_rating,school_rating,crime_rate,distance_to_center_km,monthly_income_area,listing_month,days_on_market,price_usd
HP100957,119.9,5,4.0,24,35,1990,University,house,good,no,yes,no,no,,8.0,0.5,4.5,3214.0,Sep,60,789914
HP100871,108.0,3,2.5,2,2,2018,Downtown,apartment,excellent,no,no,yes,yes,C,8.4,3.1,0.8,4579.0,Feb,55,773401
HP100916,104.7,2,2.2,9,22,2012,Downtown,house,good,no,yes,yes,no,D,7.2,2.1,0.6,3672.0,Apr,40,764655
HP100832,100.0,1,1.0,13,17,1980,Business Bay,studio,fair,no,yes,yes,no,D,6.6,3.4,3.8,4079.0,Dec,87,545703
HP100714,133.2,3,3.8,16,22,2007,Airport,apartment,good,no,yes,no,yes,A,5.2,3.0,12.8,2297.0,Jan,77,539393
HP100132,144.0,4,3.7,16,24,1997,University,townhouse,fair,no,no,yes,no,C,7.0,1.5,5.3,2749.0,Oct,78,788701
HP101253,157.3,3,2.0,1,3,1971,Industrial,townhouse,good,yes,no,yes,no,B,3.7,5.3,13.5,1525.0,Dec,100,551450
HP100091,149.6,4,3.7,1,5,2020,Riverside,townhouse,new,no,no,no,yes,B,8.2,2.1,5.8,3733.0,Apr,65,937633
HP101714,119.1,3,1.5,25,30,1991,Old Town,studio,new,no,yes,no,no,A,4.7,5.0,2.7,1749.0,Jun,48,571098
HP101465,92.2,2,,13,26,2025,Riverside,apartment,good,yes,yes,yes,yes,C,8.1,1.4,6.7,3719.0,Nov,39,647979
HP100593,86.6,3,2.0,6,14,1994,Industrial,apartment,good,no,yes,no,no,B,3.9,7.4,12.9,1445.0,Jan,86,288182
HP101384,38.8,0,1.0,3,8,2001,Market,apartment,good,no,no,yes,no,B,5.7,3.7,4.5,2481.0,Nov,37,264699
HP100809,72.4,1,1.0,16,25,2023,Market,apartment,poor,yes,no,no,yes,,6.5,4.9,2.8,2404.0,May,65,426947
HP100627,74.1,0,1.0,15,26,2013,Downtown,house,good,no,yes,yes,no,A,7.4,3.6,1.5,3780.0,Oct,63,666284
HP100428,137.0,4,2.4,22,27,1971,Downtown,apartment,excellent,yes,no,no,yes,C,8.3,1.4,1.3,3505.0,Apr,33,828463
HP100951,76.0,3,1.9,18,20,1975,Suburb,house,good,yes,yes,no,no,B,6.2,2.8,10.4,2628.0,Jan,58,534983
HP101381,138.0,3,3.8,1,12,1973,Downtown,apartment,good,no,yes,no,yes,B,7.6,1.8,3.0,3806.0,Jul,55,736173
HP101399,89.0,1,1.0,23,33,1977,Business Bay,studio,good,yes,yes,no,yes,B,8.9,2.9,4.3,4473.0,Sep,57,595330
HP100720,92.5,2,1.1,3,15,2013,University,apartment,fair,no,yes,yes,yes,E,7.1,4.7,3.5,3093.0,Dec,48,437528
HP100344,54.0,2,2.1,13,13,2021,Airport,apartment,,no,yes,no,no,,5.6,5.1,14.5,1668.0,Jul,73,310162
HP101216,200.7,6,4.5,16,22,1981,Old Town,studio,excellent,no,yes,no,yes,D,5.6,4.5,4.0,2270.0,Sep,44,800480
HP101568,112.2,2,3.3,15,21,2020,Business Bay,apartment,new,no,yes,no,yes,C,7.3,2.6,0.9,3947.0,Sep,62,860085
HP101168,66.9,2,2.3,13,25,1983,Airport,house,good,no,yes,no,yes,,5.4,4.8,14.2,1830.0,Jan,55,351099
HP100953,62.8,1,2.1,10,19,1975,Suburb,apartment,fair,no,no,yes,yes,A,8.6,2.1,11.1,2623.0,Jul,42,487866
HP100425,76.3,3,2.3,8,14,1975,Airport,apartment,excellent,no,yes,no,no,D,5.8,4.3,13.1,,Sep,82,402556
HP101235,94.2,1,1.0,21,30,1987,Downtown,house,good,no,yes,yes,yes,D,6.8,3.3,0.5,3947.0,Jan,64,696622
HP100051,54.5,3,,14,24,1987,Downtown,studio,poor,no,yes,yes,no,C,7.9,4.4,0.3,3385.0,Aug,71,540787
HP100180,65.6,1,1.1,25,26,2024,Green Hills,townhouse,excellent,no,yes,no,no,,8.9,0.7,7.8,3558.0,Dec,90,603833
HP101640,67.0,1,1.3,17,22,1974,Airport,apartment,excellent,yes,yes,no,yes,C,5.4,5.2,12.9,2251.0,Aug,64,269877
HP100971,57.4,1,1.6,16,18,2014,Downtown,townhouse,good,no,yes,no,yes,,7.1,1.7,0.2,4371.0,Jan,54,592568
HP101210,75.8,3,2.4,20,31,1977,Airport,apartment,good,no,yes,no,no,D,4.4,7.6,11.9,2115.0,Apr,79,220286
HP101102,241.7,6,4.5,12,12,2007,Airport,apartment,good,no,yes,yes,no,A,5.6,4.5,13.8,2878.0,Nov,43,899914
HP100827,71.2,2,2.0,25,29,2002,Suburb,apartment,good,no,yes,yes,yes,B,7.8,3.0,10.1,3307.0,May,73,497327
HP101463,65.3,3,3.6,13,26,1973,Old Town,house,excellent,no,yes,yes,yes,B,,4.4,2.5,1934.0,Mar,74,574699
HP100106,61.2,1,1.6,12,17,1969,Business Bay,apartment,good,no,no,yes,no,C,8.2,0.5,3.1,4594.0,Jan,65,574884
HP100716,59.4,3,2.7,25,25,2011,University,apartment,good,no,no,yes,yes,D,7.1,0.5,5.9,2674.0,Nov,40,534041
HP100518,65.0,1,1.8,22,26,1978,Downtown,house,good,no,yes,no,yes,B,6.6,3.3,0.2,3068.0,Jun,48,625357
HP100980,71.4,1,1.1,18,23,2003,Market,apartment,new,no,yes,no,yes,B,5.8,4.5,4.2,2411.0,May,48,523173
HP100094,109.4,3,2.4,11,18,1991,Old Town,apartment,excellent,yes,yes,yes,yes,C,6.1,3.2,3.4,2242.0,Sep,47,597473
HP100879,94.2,2,1.6,7,12,1975,University,apartment,fair,no,yes,no,no,D,7.4,3.3,4.3,2831.0,Sep,32,512655
HP101046,96.6,2,1.2,2,12,1985,Suburb,apartment,excellent,no,no,yes,no,E,7.3,3.2,12.4,2537.0,Dec,69,534759
HP101111,115.5,2,1.1,24,31,1972,Business Bay,apartment,excellent,no,yes,no,yes,A,8.0,1.1,3.7,3619.0,Jul,24,718922
HP101543,86.8,2,2.3,18,32,2015,Suburb,apartment,poor,no,yes,yes,yes,C,7.1,1.3,8.9,3540.0,Apr,49,447837
HP100375,50.0,1,1.1,5,15,2004,Suburb,house,good,no,yes,no,no,B,7.5,0.5,12.2,2759.0,Jun,34,814461
HP101342,70.0,3,1.9,24,29,2010,University,studio,fair,no,yes,yes,yes,B,7.4,1.4,5.2,2519.0,Apr,67,512759
HP101084,113.5,4,3.4,21,24,1983,Market,house,good,no,yes,yes,no,B,6.8,2.6,3.7,2318.0,May,62,734108
HP100026,80.8,2,1.4,16,30,1971,Business Bay,house,excellent,no,yes,no,no,C,8.3,1.2,3.6,4240.0,Jul,66,689631
HP101271,86.0,2,2.8,19,33,1991,Old Town,studio,excellent,yes,yes,no,no,B,6.3,3.7,2.5,2824.0,May,26,581927
HP100861,81.4,2,1.5,16,18,2021,Riverside,apartment,fair,no,yes,yes,no,C,8.8,1.1,5.1,3874.0,Mar,80,595692
HP101758,66.6,3,2.5,10,21,2008,Green Hills,house,new,no,yes,yes,yes,B,7.7,1.8,6.0,,Feb,60,769862
HPDUP002,66.2,0,1.0,23,25,2023,Old Town,apartment,excellent,yes,no,yes,yes,C,6.2,4.4,5.4,2450.0,Dec,47,422955
HP101142,67.6,1,1.4,2,3,1981,Green Hills,townhouse,good,no,yes,yes,yes,E,10.0,0.6,6.4,3720.0,Aug,16,572109
HP101726,115.5,1,1.0,10,20,1992,Old Town,apartment,,no,yes,no,no,C,5.5,5.1,2.0,2438.0,Oct,82,573562
HP101515,117.0,3,3.4,6,20,2016,Suburb,apartment,fair,yes,yes,no,yes,D,7.7,3.4,12.2,2494.0,May,80,627468
HP100345,112.3,3,2.5,3,15,1991,Airport,studio,good,yes,yes,no,yes,C,5.3,5.1,11.5,2512.0,Feb,95,485791
HP101692,73.7,1,1.5,15,22,2018,Suburb,townhouse,,yes,yes,yes,yes,B,7.6,2.5,12.2,2310.0,Jun,70,536473
HP101688,45.7,0,1.3,17,30,1977,University,apartment,excellent,no,no,yes,yes,E,6.1,2.7,5.8,,Oct,35,296177
HP100232,65.0,2,2.2,20,33,1969,Market,apartment,good,no,yes,yes,yes,B,5.5,3.7,3.5,2069.0,Mar,50,389558
HP101691,58.5,0,1.0,25,37,1985,Green Hills,apartment,good,no,no,no,yes,D,9.8,1.0,8.6,4309.0,Jun,60,529341
HP100465,77.7,1,1.8,2,15,1981,Riverside,apartment,fair,no,yes,yes,yes,A,7.3,2.7,6.5,3088.0,Nov,38,580645
HP100566,88.2,2,1.8,17,17,1980,Airport,apartment,poor,no,yes,yes,yes,C,5.2,3.2,13.1,2238.0,Dec,51,337197
HP101233,44.1,0,1.0,17,31,2016,Riverside,apartment,good,yes,yes,no,yes,A,9.1,1.3,7.1,3092.0,Feb,46,577064
HP100695,96.0,3,2.0,10,20,1968,University,house,new,no,yes,yes,yes,A,7.9,2.6,3.1,2177.0,Jul,34,805123
HP100786,65.1,1,1.9,22,36,2004,Airport,apartment,excellent,no,yes,yes,yes,C,4.7,6.3,10.9,2111.0,Nov,77,325796
HP101277,82.6,3,1.9,14,23,1991,Downtown,house,good,no,yes,no,yes,,6.6,2.1,1.2,3644.0,Sep,57,629297
HP101796,103.2,3,1.8,1,10,2008,University,townhouse,new,yes,yes,no,yes,C,6.3,2.2,3.9,1950.0,May,48,775018
HP101339,135.7,4,3.4,1,8,1988,Old Town,apartment,fair,no,yes,yes,no,C,5.3,5.7,3.2,1638.0,Mar,55,1091986
HP100288,124.4,3,4.2,19,33,1989,University,house,good,no,yes,yes,yes,A,6.5,4.6,8.2,2640.0,Dec,25,729591
HP100309,77.7,3,1.7,25,34,2006,Suburb,apartment,good,no,yes,no,yes,B,7.1,3.9,8.8,2897.0,Sep,58,450267
HP101292,69.0,2,2.5,10,11,1976,University,townhouse,,no,yes,yes,yes,C,6.8,3.8,5.2,2133.0,Dec,56,454726
HP101193,105.6,3,2.6,10,18,1965,Market,house,excellent,yes,yes,yes,yes,C,5.6,4.2,4.0,1484.0,Mar,49,640276
HP100364,71.1,1,1.8,24,24,1968,Industrial,townhouse,fair,yes,no,yes,no,B,5.5,5.5,13.5,1767.0,Jun,90,339593
HP101065,116.1,2,1.0,10,22,1965,Market,apartment,good,no,yes,yes,yes,C,6.4,3.0,4.5,2166.0,Jan,65,502401
HP100283,84.0,2,1.9,23,36,1990,Suburb,apartment,good,no,no,yes,yes,C,7.5,0.7,9.7,2587.0,Jul,111,507899
HP101081,97.1,1,,25,37,1986,Green Hills,apartment,good,no,yes,no,no,D,,0.5,8.7,5144.0,Jul,22,575194
HP100605,113.1,4,3.3,21,34,2010,Airport,apartment,fair,no,yes,yes,yes,E,6.4,2.7,11.6,2538.0,Aug,58,514228
HP100995,80.3,3,3.0,20,33,1969,Business Bay,house,fair,no,yes,yes,yes,B,7.3,2.7,3.5,3877.0,Mar,67,657246
HP100876,56.9,0,2.2,25,32,2006,Business Bay,house,excellent,no,yes,yes,yes,C,8.7,0.7,2.5,3393.0,Oct,56,696066
HP100078,74.2,2,1.5,24,25,1996,University,house,excellent,no,yes,yes,yes,E,6.9,3.6,3.9,2102.0,Jul,45,557028
HP101616,86.1,2,2.1,3,4,2019,Downtown,house,excellent,no,yes,yes,no,A,6.6,3.7,1.0,3417.0,Oct,37,691826
HP100501,123.7,3,3.0,5,12,2007,Green Hills,townhouse,fair,no,yes,no,yes,B,8.8,1.7,8.2,4229.0,Feb,33,816219
HP101461,106.0,2,1.9,16,23,2004,University,house,good,yes,yes,no,yes,B,7.2,2.0,2.6,2284.0,Mar,50,654479
HP101708,125.7,3,3.0,18,21,1967,Green Hills,house,good,yes,no,no,yes,D,9.5,1.9,7.4,3472.0,Mar,13,686173
HP100985,129.4,3,2.5,19,33,2022,Market,house,poor,no,yes,yes,no,D,6.8,3.3,3.0,2969.0,Jan,61,556442
HP100527,49.5,2,1.4,16,20,1989,Market,apartment,fair,no,yes,yes,yes,D,6.2,3.7,5.8,1954.0,Oct,60,353148
HP100221,154.0,2,,18,28,1992,University,apartment,good,no,yes,no,yes,D,,4.2,5.3,2610.0,Aug,74,612428
HP101310,72.1,2,1.9,10,17,2025,Business Bay,apartment,fair,yes,no,yes,yes,B,9.6,1.0,2.3,4367.0,Jun,46,634057
HP101511,80.3,0,1.0,17,20,2017,Suburb,studio,excellent,no,no,yes,yes,B,7.4,3.0,10.7,2401.0,Dec,58,375994
HP100588,74.9,3,2.6,12,23,1987,Suburb,townhouse,new,no,yes,yes,yes,D,6.8,2.5,10.2,2814.0,May,39,695378
HP101132,91.3,2,2.7,17,31,2024,Downtown,house,excellent,no,yes,no,no,D,7.4,4.7,2.0,3987.0,Jul,76,778250
HP100499,82.0,2,1.5,25,36,1990,University,house,good,no,no,yes,yes,B,7.8,1.5,5.9,2506.0,Sep,57,539591
HP100988,65.6,2,1.9,19,28,2021,Old Town,studio,good,yes,yes,yes,no,D,5.5,2.8,2.7,2016.0,Feb,44,384037
HP101716,69.7,2,1.2,19,32,1986,Old Town,house,good,yes,yes,yes,yes,E,5.7,3.5,1.5,2005.0,Jul,52,519688
HP100281,57.3,1,1.8,22,34,1991,Suburb,apartment,good,no,yes,no,yes,B,6.8,0.7,12.1,2451.0,Oct,43,387804
HP100494,98.2,4,3.2,14,20,2019,Airport,apartment,good,no,yes,no,yes,B,6.6,4.4,12.3,1804.0,Mar,86,623709
HP100435,211.8,5,4.3,16,20,1973,Suburb,townhouse,good,no,yes,yes,yes,D,6.9,4.1,11.0,2840.0,Sep,51,888265
HP100797,94.0,2,1.0,15,22,1985,Suburb,apartment,new,yes,yes,yes,no,E,6.5,2.6,10.9,2734.0,Feb,43,613161
HP100798,84.7,2,1.2,3,9,1970,Riverside,studio,good,no,yes,no,yes,B,7.6,1.7,7.0,3641.0,Feb,69,491206
HP100037,44.8,0,1.0,18,25,2023,Business Bay,apartment,good,no,yes,yes,yes,A,6.9,2.3,3.1,4092.0,Mar,53,524649
HP100706,260.0,6,4.5,24,30,2011,Airport,studio,good,yes,yes,no,yes,C,5.2,5.0,13.3,1913.0,Dec,70,827973
HP101205,60.7,2,1.8,24,33,2001,Downtown,townhouse,fair,no,yes,no,no,B,7.5,2.8,2.5,3705.0,Dec,44,654709
HP101473,117.3,2,1.0,24,36,1988,University,house,good,no,yes,no,no,B,6.8,3.9,5.8,1783.0,Jun,69,582062
HP100488,147.4,3,,25,28,1985,University,apartment,good,yes,yes,yes,no,E,6.2,3.6,3.2,2235.0,Jul,64,750428
HP101427,64.2,3,3.1,15,29,2009,Downtown,apartment,excellent,no,yes,yes,no,E,8.3,3.2,1.2,3225.0,Apr,47,666926
HP101034,125.0,3,2.8,23,33,1990,Business Bay,house,excellent,no,no,yes,no,D,8.2,1.0,0.9,4106.0,Jun,26,855742
HP100646,104.9,4,2.9,6,12,2000,Downtown,apartment,poor,no,yes,yes,yes,D,8.3,2.8,2.0,2899.0,Aug,26,662469
HP100105,67.5,1,1.2,1,11,2000,Riverside,apartment,fair,no,yes,no,no,B,6.9,4.1,6.0,2752.0,Mar,92,378722
HP101196,130.5,3,3.1,23,25,1966,Suburb,house,fair,no,yes,no,no,A,6.7,3.0,10.2,2945.0,Jun,80,651409
HP100733,149.4,3,2.9,15,23,1998,Old Town,apartment,good,yes,yes,no,yes,B,5.2,3.5,2.3,2289.0,Nov,65,616153
HP101459,67.6,2,2.2,17,29,1985,Old Town,apartment,excellent,yes,yes,no,no,B,5.0,3.2,1.3,2210.0,Dec,56,497889
HP100125,161.2,3,2.0,17,24,2019,University,apartment,fair,no,yes,yes,no,B,6.4,2.5,4.0,2532.0,Jul,50,672866
HP101290,181.5,4,3.3,3,16,2008,Business Bay,townhouse,new,yes,yes,no,no,C,9.1,1.0,3.0,4342.0,Mar,41,1100878
HP100975,60.7,3,4.5,2,15,2022,Industrial,apartment,fair,no,yes,yes,no,C,4.8,3.2,15.5,1325.0,Dec,78,309593
HP100384,109.3,2,2.5,4,4,2023,Old Town,house,poor,no,no,yes,yes,A,5.8,2.6,2.0,1784.0,Dec,36,515538
HP100161,108.0,3,2.4,11,25,2004,Green Hills,apartment,new,yes,yes,no,yes,D,9.6,1.2,6.6,4217.0,Jun,34,865503
HP101105,84.3,3,2.2,11,12,2016,Airport,house,good,yes,yes,no,no,D,5.5,3.9,13.0,1405.0,Sep,61,434744
HP101318,46.4,1,1.4,11,14,2002,Riverside,apartment,poor,no,yes,no,yes,A,8.6,3.3,6.3,3599.0,Oct,45,446607
HP100489,76.2,2,2.3,3,15,2008,University,apartment,excellent,no,yes,yes,yes,D,7.6,2.8,5.7,2407.0,Apr,52,556051
HP101010,78.3,2,2.7,18,30,1994,Industrial,apartment,good,no,no,yes,no,C,5.3,5.2,16.4,1247.0,Oct,35,254664
HP100477,65.9,2,1.6,7,13,2000,Industrial,apartment,excellent,no,no,no,yes,B,4.5,6.4,15.7,1982.0,Dec,72,228541
HP101005,96.6,2,2.5,17,24,2019,Business Bay,apartment,poor,no,no,no,no,E,8.4,0.5,3.8,4275.0,Jul,42,503631
HP100441,124.4,3,3.5,21,26,1967,Suburb,apartment,poor,no,yes,no,no,A,6.6,5.7,11.2,2958.0,Jun,50,496280
HP100631,182.7,4,3.6,18,18,1995,Green Hills,house,excellent,no,yes,yes,no,D,9.3,2.4,4.9,4294.0,Feb,15,1047279
HP101088,81.9,2,2.7,6,13,2006,University,apartment,,yes,yes,yes,yes,A,7.3,2.5,4.0,2670.0,Oct,82,713868
HP101684,94.2,1,1.7,5,16,2002,Downtown,house,good,no,yes,yes,no,E,8.1,0.5,2.3,3606.0,Mar,63,547624
HP100639,69.2,2,1.7,14,22,1979,Green Hills,townhouse,good,,yes,no,no,C,9.7,0.5,6.3,3808.0,Jan,31,668211
HP101350,60.8,1,1.0,5,9,2020,Airport,apartment,good,no,yes,no,yes,B,3.7,6.3,12.7,2282.0,Dec,50,243422
HP100723,109.2,3,2.4,24,26,1991,Market,house,good,yes,yes,yes,yes,C,5.6,4.1,3.5,3056.0,Oct,50,702969
HP101527,43.1,1,1.0,15,29,1977,Business Bay,townhouse,excellent,no,yes,yes,no,B,7.3,1.5,2.5,3914.0,Nov,26,534673
HP100493,133.4,2,1.9,25,30,2023,Old Town,apartment,good,no,yes,yes,no,E,5.1,4.0,2.7,2608.0,Aug,68,548905
HP101049,89.6,2,2.5,21,24,2023,Suburb,apartment,excellent,no,no,yes,no,C,6.5,5.0,8.6,3278.0,Jun,67,582717
HP100118,80.2,1,1.5,13,21,1985,Business Bay,house,good,no,yes,no,yes,C,8.2,0.5,2.0,4684.0,May,54,707227
HP101368,101.3,2,2.0,11,23,1982,Suburb,apartment,good,no,yes,no,no,B,9.0,0.5,10.1,3172.0,Oct,48,558663
HP101080,74.7,3,2.6,24,34,2011,Suburb,apartment,excellent,no,yes,no,yes,B,7.2,1.8,8.9,2721.0,Apr,85,547538
HP101748,58.9,3,3.8,6,14,2018,Business Bay,apartment,excellent,no,yes,no,no,B,8.1,1.1,1.0,4162.0,Dec,28,725722
HP100889,138.7,2,1.0,17,25,1991,Riverside,house,good,no,yes,yes,yes,B,8.6,0.5,4.8,3313.0,Mar,44,830682
HP101621,102.0,2,2.8,7,17,2014,University,apartment,excellent,no,yes,yes,yes,C,7.4,3.1,4.9,2487.0,Feb,59,643826
HP100414,57.3,0,1.0,10,23,1986,Downtown,studio,fair,no,yes,yes,yes,C,7.5,2.0,2.8,3930.0,Oct,37,429697
HP101759,42.5,0,1.0,10,20,2002,Market,house,good,yes,yes,yes,no,B,6.3,2.4,3.7,2096.0,Jul,56,466651
HP100770,65.3,2,1.5,4,6,2022,Suburb,apartment,good,yes,no,yes,yes,C,7.3,2.1,10.3,3003.0,Apr,27,525891
HP100804,65.2,3,2.5,3,16,2020,Suburb,apartment,excellent,no,no,no,yes,A,7.9,1.2,9.8,3146.0,Apr,36,510637
HP100948,124.6,3,2.7,19,29,2025,Green Hills,house,poor,yes,yes,yes,yes,D,8.7,0.5,6.5,4031.0,Nov,35,792169
HP101492,62.8,2,1.7,7,20,1989,Industrial,house,,no,yes,no,no,D,3.8,3.6,14.3,1879.0,Oct,48,247160
HP100572,72.4,2,2.1,16,24,1987,University,apartment,good,no,yes,yes,yes,B,7.3,3.6,4.5,2191.0,Feb,63,541667
HP101311,78.0,2,2.0,17,29,1985,Market,apartment,good,no,no,no,no,D,5.1,4.6,3.5,1378.0,Aug,50,394891
HP101287,124.0,3,2.9,10,12,2015,Old Town,apartment,fair,yes,yes,no,no,B,5.6,5.1,5.3,2583.0,Jul,74,568366
HP100672,64.9,2,1.7,5,16,1968,Market,house,fair,no,no,no,yes,E,6.1,4.9,1.7,2301.0,Sep,52,188065
HP100399,78.0,2,1.8,14,25,1986,Business Bay,house,poor,no,yes,no,yes,B,7.3,3.7,3.0,4137.0,Jun,32,584882
HP100551,83.2,3,2.1,14,23,2005,Suburb,townhouse,excellent,no,yes,yes,yes,E,7.1,2.9,10.5,2813.0,Apr,62,669013
HP100320,106.7,3,3.2,2,16,1995,Green Hills,apartment,excellent,yes,yes,yes,yes,C,9.3,1.0,6.8,3863.0,Jul,43,827148
HP100469,67.6,3,,12,26,2008,University,townhouse,new,no,yes,yes,yes,D,6.0,4.2,4.2,2585.0,Sep,46,603860
HP101710,87.2,3,2.7,9,22,2023,Airport,studio,excellent,yes,yes,yes,yes,C,5.5,4.1,14.0,1690.0,Feb,80,455579
HP101116,60.9,1,1.4,23,26,2012,Suburb,apartment,excellent,no,no,no,yes,B,8.3,2.6,12.3,2751.0,Sep,51,393267
HP101089,92.0,3,2.3,25,32,1985,Business Bay,apartment,good,no,yes,yes,yes,B,7.3,2.1,0.2,3913.0,Feb,48,694151
HP101113,57.8,1,1.3,8,15,2007,Market,house,excellent,no,no,yes,yes,D,6.2,4.0,4.4,1740.0,Jun,49,515756
HP100079,220.8,6,4.5,16,21,1996,Airport,house,good,yes,no,no,no,C,4.9,3.4,13.4,1632.0,Mar,104,874499
HP100533,87.6,2,1.0,6,11,2001,Industrial,apartment,poor,no,yes,yes,yes,B,4.3,4.2,13.8,1605.0,Jun,41,341657
HP100457,163.4,5,,8,12,1967,Business Bay,townhouse,good,no,yes,yes,no,A,8.2,0.5,2.2,4855.0,Feb,52,997790
HP100290,62.4,1,1.0,24,36,1972,Green Hills,apartment,excellent,no,no,yes,yes,B,8.7,3.7,5.9,3516.0,Nov,57,564159
HP101330,120.7,2,2.7,8,8,1984,Airport,apartment,good,no,yes,no,yes,C,4.5,7.2,13.3,1845.0,Jun,90,412263
HP100370,59.0,3,2.8,3,15,2006,Airport,apartment,good,no,yes,yes,no,D,4.9,5.6,12.7,1673.0,Oct,52,291515
HP100265,42.4,1,1.0,11,22,1969,Suburb,studio,good,no,yes,no,yes,C,7.0,0.5,8.9,3207.0,May,41,331221
HP101548,76.5,2,2.3,9,21,2003,Old Town,townhouse,excellent,no,yes,yes,no,B,5.6,5.2,3.1,2092.0,Jul,18,493504
HP100164,67.3,2,1.3,6,10,1967,University,townhouse,good,no,yes,yes,no,D,6.8,2.9,4.7,2726.0,Jul,20,450381
HP101198,68.6,0,1.0,2,12,2016,Suburb,studio,fair,no,yes,no,yes,C,7.2,3.6,10.3,2482.0,Apr,46,325123
HP100473,60.6,3,3.7,13,16,2021,Suburb,townhouse,fair,yes,yes,no,yes,B,6.9,3.8,12.4,2528.0,Mar,54,478250
HP100875,139.3,4,2.8,17,20,2003,Green Hills,house,excellent,no,yes,no,yes,A,9.0,1.0,7.9,3725.0,Jan,22,998173
HP100197,88.3,2,2.0,21,25,2008,Green Hills,apartment,good,yes,yes,yes,yes,B,8.5,1.6,3.5,4279.0,Feb,51,699337
HP100185,61.0,0,1.0,5,9,2006,Industrial,studio,excellent,no,yes,no,no,C,6.2,4.6,14.9,897.0,Feb,68,209199
HP101207,74.8,2,2.3,8,10,2000,University,apartment,poor,no,yes,yes,yes,C,5.8,4.0,3.7,2105.0,Oct,67,450873
HP100421,102.4,3,2.7,14,16,2020,Downtown,apartment,good,no,no,no,yes,D,5.7,3.4,0.2,4352.0,Sep,58,610229
HP100256,100.5,1,1.0,5,6,2020,Airport,studio,excellent,no,no,yes,no,B,5.0,4.4,13.0,1760.0,Mar,85,392858
HP100135,94.4,2,1.6,13,26,2016,Downtown,apartment,,yes,yes,yes,yes,D,6.4,4.4,0.2,3785.0,May,64,801466
HP101276,113.1,3,2.4,2,16,2007,Suburb,apartment,excellent,no,yes,no,no,D,6.4,,9.0,3000.0,Mar,36,672365
HP101620,100.2,2,2.4,1,2,1971,Suburb,townhouse,fair,no,no,no,no,D,6.1,2.6,10.2,2497.0,Dec,55,473111
HP101337,43.8,0,1.0,16,17,1981,Industrial,apartment,good,no,no,yes,yes,C,5.3,4.8,12.2,1764.0,Feb,73,191812
HP101336,185.7,4,2.6,6,15,2019,Suburb,townhouse,fair,no,yes,yes,no,D,7.3,0.8,11.4,2374.0,Feb,69,698508
HP100866,102.6,1,1.3,16,29,2018,Green Hills,studio,good,no,yes,yes,no,E,8.6,1.3,7.9,3584.0,May,60,493219
HP101327,55.5,0,1.0,6,19,1990,University,apartment,excellent,no,yes,yes,yes,C,5.9,6.3,5.3,2869.0,May,57,442808
HP101626,71.2,1,1.0,16,19,1969,Old Town,apartment,good,yes,yes,no,yes,C,6.1,4.1,3.1,2159.0,Jun,93,383362
HP101037,98.1,2,2.6,13,25,1966,Business Bay,apartment,good,yes,yes,yes,no,A,7.8,2.9,3.5,4553.0,Jun,50,1577692
HP101763,181.4,5,3.4,5,17,1977,Downtown,apartment,poor,no,yes,no,yes,B,6.9,3.3,1.9,4176.0,Nov,53,826022
HP100049,161.9,5,4.3,9,9,2022,Suburb,townhouse,excellent,no,yes,yes,no,B,6.6,4.2,12.6,2941.0,Jun,63,873990
HP100526,84.6,2,1.1,9,11,1965,Market,apartment,good,yes,yes,yes,no,D,6.0,2.8,3.3,2432.0,Sep,51,396201
HP100452,67.7,2,2.7,18,31,2010,Riverside,apartment,good,no,yes,yes,no,B,8.1,3.5,6.2,2890.0,Oct,44,593110
HP101295,73.9,1,1.7,20,34,2014,Old Town,apartment,good,no,yes,no,no,C,6.4,3.3,2.2,2471.0,Dec,60,354829
HP100682,39.4,1,2.1,24,24,1978,Downtown,apartment,excellent,no,no,no,no,C,7.3,3.1,1.7,3677.0,Mar,70,490243
HP100462,113.6,4,4.0,15,21,1997,Market,apartment,good,yes,yes,no,yes,B,5.5,5.7,2.2,2269.0,Jun,70,624844
HP100935,78.0,2,2.4,13,26,2018,Suburb,house,good,no,no,no,yes,C,6.8,2.6,9.3,3199.0,Jan,49,419164
HP101408,50.0,2,2.8,5,13,1966,Green Hills,apartment,fair,yes,yes,yes,yes,B,9.0,0.8,7.1,4366.0,Jul,32,545651
HP100647,51.4,1,1.5,24,27,1993,University,apartment,good,no,yes,no,yes,C,6.9,5.5,5.0,2952.0,Nov,70,395339
HP101575,102.8,2,1.7,9,10,2016,Suburb,apartment,good,no,yes,yes,no,C,7.8,2.6,10.6,3075.0,Oct,42,552045
HP101057,101.1,3,2.5,21,34,1966,Suburb,apartment,new,no,no,no,yes,C,7.1,4.8,11.8,2492.0,Mar,69,509017
HP100859,37.1,1,1.2,10,17,1996,University,apartment,excellent,yes,yes,yes,no,B,6.8,4.5,5.2,2688.0,Sep,62,467814
HP100247,107.2,1,2.0,7,14,1973,Business Bay,house,good,no,yes,yes,yes,,7.6,0.5,1.7,3744.0,Aug,94,738354
HP100990,113.8,1,1.7,10,12,1997,Industrial,townhouse,excellent,no,yes,yes,no,D,4.5,5.3,15.3,2329.0,Jun,77,260214
